"Timestamp","Platform","Pizzas [1]","Pizzas [2]","Pizzas [3]","Extra Topping","Preparation Time (Minutes)"
"2023/07/07 6:03:59 pm EEST","Window","Champ;Vegan Harvest","","","","15"
"2023/07/07 6:05:00 pm EEST","Uber","Margie;Champ;Poppa's","","","No anchovies","19"
"2023/07/07 6:10:26 pm EEST","Window","Pig n Paradise;Zesty Zucchini","","","Add anchovies","10"
"2023/07/07 6:15:32 pm EEST","Window","Margie;Spud","","","Chilli on the side, no chilli on pizza","15"
"2023/07/07 6:16:19 pm EEST","Uber","Margie;Champ","","","","22"
"2023/07/07 6:18:10 pm EEST","Uber","Margie;Pig n Paradise;Vegan Harvest","Pig n Paradise","","","24"
"2023/07/07 6:33:34 pm EEST","Uber","Champ;Mish-Mash","","","","24"
"2023/07/07 6:46:05 pm EEST","Uber","Champ;Mish-Mash","","","","23"
"2023/07/07 6:46:53 pm EEST","Uber","Champ;Mushroom Cloud","","","Remember seeds","23"
"2023/07/07 6:49:40 pm EEST","Window","Champ;Pig n Paradise;Spud","","","","15"
"2023/07/07 6:55:38 pm EEST","Uber","Margie","","","","24"
"2023/07/07 6:59:35 pm EEST","Window","Vegan Harvest;Mushroom Cloud","","","","20"
"2023/07/07 7:00:03 pm EEST","Window","Mish-Mash","Mish-Mash","","","22"
"2023/07/07 7:04:18 pm EEST","Uber","Pig n Paradise;Mushroom Cloud","","","","24"
"2023/07/07 7:07:39 pm EEST","Window","Champ;Pig n Paradise;Poppa's","","","","20"
"2023/07/07 7:09:09 pm EEST","Window","Margie;Pig n Paradise","","","","20"
"2023/07/07 7:11:01 pm EEST","Uber","Champ;Mish-Mash","","","","23"
"2023/07/07 7:25:11 pm EEST","Window","Pig n Paradise","Champ","Mushroom Cloud","","15"
"2023/07/07 7:26:57 pm EEST","Window","Vegan Harvest","Champ","","","15"
"2023/07/07 7:28:42 pm EEST","Uber","Champ","","","","19"
"2023/07/07 7:29:32 pm EEST","Uber","Champ","","","","19"
"2023/07/07 7:35:00 pm EEST","Window","Margie","Margie","","","15"
"2023/07/07 7:37:02 pm EEST","Uber","Mish-Mash","","","","23"
"2023/07/07 7:44:40 pm EEST","Window","Pig n Paradise;Spud","Spud","","No chilli sauce, no parmesan","25"
"2023/07/07 7:50:12 pm EEST","Uber","Margie;Champ","","","","18"
"2023/07/07 7:50:32 pm EEST","Uber","Margie;Champ","","","","18"
"2023/07/07 7:56:06 pm EEST","Uber","Margie","","","","17"
"2023/07/07 7:56:33 pm EEST","Uber","Margie;Mish-Mash","Margie","","","21"
"2023/07/07 7:56:56 pm EEST","Uber","Champ","","","","18"
"2023/07/07 8:01:26 pm EEST","Window","Margie;Champ;Build Your Own","Margie;Champ","","Ham, mushroom on BYO","16"
"2023/07/07 8:05:02 pm EEST","Window","Margie;Champ","","","Extra sauce","15"
"2023/07/07 8:13:05 pm EEST","Window","Pig n Paradise;Mushroom Cloud","","","","20"
"2023/07/07 8:13:54 pm EEST","Uber","Margie;Feisty Italian","Margie","","","18"
"2023/07/07 8:20:09 pm EEST","Uber","Margie","","","","14"
"2023/07/07 8:37:04 pm EEST","Window","Pig n Paradise;Spud","","","","15"
"2023/07/07 8:40:34 pm EEST","Uber","Margie;Champ;Mushroom Cloud;Feisty Italian","Margie","","","20"
"2023/07/07 8:51:27 pm EEST","Uber","Margie;Pig n Paradise;Zesty Zucchini","","","","24"
"2023/07/07 9:24:06 pm EEST","Window","Margie","","","","15"
"2023/07/08 1:07:00 pm EEST","Uber","Margie;Mushroom Cloud;Spud","","","","22"
"2023/07/08 1:46:03 pm EEST","Window","Pig n Paradise;Mushroom Cloud","","","","15"
"2023/07/08 1:53:23 pm EEST","Uber","Pig n Paradise;Spud","","","","11"
"2023/07/08 2:11:57 pm EEST","Andrew","Pig n Paradise;Spud","","","","8"
"2023/07/08 2:13:11 pm EEST","Andrew","","","","Coke light","1"
"2023/07/08 2:47:15 pm EEST","Window","Margie;Mushroom Cloud","","","","10"
"2023/07/08 2:47:40 pm EEST","Uber","Champ","","","","15"
"2023/07/08 2:48:19 pm EEST","Mr Delivery","Poppa's","","","","13"
"2023/07/08 3:04:42 pm EEST","Uber","Champ","","","","13"
"2023/07/08 4:07:11 pm EEST","Uber","Margie;Champ;Mish-Mash","Margie;Champ","","","23"
"2023/07/08 4:19:58 pm EEST","Window","Margie","","","","10"
"2023/07/08 4:22:38 pm EEST","Window","Margie","","","","5"
"2023/07/08 5:04:36 pm EEST","Window","Champ","","","Enough pepperoni ","10"
"2023/07/08 5:20:01 pm EEST","Uber","Pig n Paradise","","","","16"
"2023/07/08 5:24:11 pm EEST","Window","Pig n Paradise","","","","10"
"2023/07/08 5:42:00 pm EEST","Window","Pig n Paradise","","","","6"
"2023/07/08 5:47:31 pm EEST","Uber","Margie;Champ;Pig n Paradise","Margie","","More chilli oil","18"
"2023/07/08 6:13:09 pm EEST","Uber","Margie","","","","17"
"2023/07/08 6:14:29 pm EEST","Uber","Champ","","","","17"
"2023/07/08 6:15:17 pm EEST","Uber","Champ","","","","17"
"2023/07/08 6:23:01 pm EEST","Uber","Mushroom Cloud","","","","18"
"2023/07/08 6:23:26 pm EEST","Uber","Margie;Pig n Paradise","","","","21"
"2023/07/08 6:35:57 pm EEST","Uber","Mish-Mash;Feisty Italian","","","","18"
"2023/07/08 6:39:17 pm EEST","Uber","Margie;Mish-Mash","","","","12"
"2023/07/08 6:40:21 pm EEST","Uber","Champ;Spud","","","","12"
"2023/07/08 6:50:32 pm EEST","Window","Margie;Pig n Paradise;Vegan Harvest;Mish-Mash","","","","15"
"2023/07/08 7:09:15 pm EEST","Uber","Champ","","","","15"
"2023/07/08 7:14:26 pm EEST","Window","Mushroom Cloud;Sausage Party","Sausage Party","","","10"
"2023/07/08 7:19:29 pm EEST","Uber","Mushroom Cloud","","","","18"
"2023/07/08 7:24:45 pm EEST","Uber","Champ;Pig n Paradise","","","","19"
"2023/07/08 7:25:05 pm EEST","Uber","Champ","","","","15"
"2023/07/08 7:40:41 pm EEST","Uber","Margie;Pig n Paradise;Mish-Mash;Mushroom Cloud;Spud","","","","18"
"2023/07/08 7:49:55 pm EEST","Uber","Champ;Pig n Paradise","Pig n Paradise","","","21"
"2023/07/08 7:53:13 pm EEST","Uber","Margie;Mushroom Cloud;Poppa's","","","","17"
"2023/07/08 7:55:16 pm EEST","Uber","Pig n Paradise","","","","14"
"2023/07/08 8:07:21 pm EEST","Window","Pig n Paradise;Mish-Mash","","","","20"
"2023/07/08 8:17:58 pm EEST","Uber","Spud","","","","11"
"2023/07/08 8:21:51 pm EEST","Uber","Margie;Champ;Pig n Paradise;Feisty Italian","","","","17"
"2023/07/08 8:22:55 pm EEST","Uber","Champ","","","","12"
"2023/07/08 8:55:08 pm EEST","Mr Delivery","Sausage Party;Build Your Own","","","Goat cheese, anchovies","20"
"2023/07/08 8:56:20 pm EEST","Uber","Champ;Mushroom Cloud","","","","16"
"2023/07/08 9:07:23 pm EEST","Uber","Champ","","","","10"
"2023/07/08 9:08:25 pm EEST","Uber","Champ","","","","10"
"2023/07/09 3:20:28 pm EEST","Uber","Sausage Party","","","","1"
"2023/07/09 3:20:52 pm EEST","Uber","Feisty Italian;Sausage Party","","","","1"
"2023/07/09 3:22:44 pm EEST","Andrew","","","","Sandwich Pepperoni & Parma Ham","5"
"2023/07/09 4:14:47 pm EEST","Uber","Champ","","","","12"
"2023/07/09 4:29:28 pm EEST","Uber","Pig n Paradise;Mish-Mash;Spud","","","","13"
"2023/07/09 4:48:21 pm EEST","Uber","Margie;Vegan Harvest;Spud","","","","15"
"2023/07/09 5:22:02 pm EEST","Window","Pig n Paradise","","","","30"
"2023/07/09 5:31:02 pm EEST","Uber","Margie;Champ;Pig n Paradise","","","No. Spring onion  add olives  on the champ","15"
"2023/07/09 5:43:03 pm EEST","Window","Champ","","","","10"
"2023/07/09 6:16:37 pm EEST","","","","","","10"
"2023/07/09 6:44:23 pm EEST","Uber","Mish-Mash","","","","10"
"2023/07/09 6:45:08 pm EEST","Uber","Champ;Spud","","","","15"
"2023/07/09 7:05:21 pm EEST","Window","Margie;Owen","Margie","Margie","","15"
"2023/07/09 7:27:50 pm EEST","Uber","Margie","","","No basil. Please","10"
"2023/07/09 7:28:14 pm EEST","Uber","Champ;Pig n Paradise","","","","15"
"2023/07/09 7:38:48 pm EEST","Uber","Margie","","","","10"
"2023/07/09 7:39:12 pm EEST","Uber","Champ;Pig n Paradise","","","","15"
"2023/07/09 7:51:21 pm EEST","Window","Margie;Pig n Paradise","","","","10"
"2023/07/09 7:53:24 pm EEST","Uber","Margie;Champ;Mushroom Cloud;Feisty Italian;Spud;Poppa's","","","","15"
"2023/07/09 7:55:20 pm EEST","Uber","Champ;Mish-Mash;Mushroom Cloud","","","No rocket on mish mash ","14"
"2023/07/09 8:21:18 pm EEST","Uber","Vegan Harvest","","","","13"
"2023/07/09 8:43:05 pm EEST","Uber","Margie","","","","10"
"2023/07/09 8:53:42 pm EEST","Uber","Margie;Champ","","","","14"
"2023/07/09 8:54:22 pm EEST","Mr Delivery","Pig n Paradise","","","","14"
"2023/07/09 9:00:22 pm EEST","Andrew","Build Your Own","","","Bacon, chorizo, caramelized onion, goats cheese, rocket","5"
"2023/07/11 5:44:18 pm EEST","Uber","Champ","","","","10"
"2023/07/11 5:45:24 pm EEST","Uber","Champ","","","","10"
"2023/07/11 5:46:09 pm EEST","Window","Champ","","","","11"
"2023/07/11 5:46:30 pm EEST","Uber","Champ","","","","14"
"2023/07/11 5:47:28 pm EEST","Window","Margie","Margie","","1  Extra pepparon ","10"
"2023/07/11 6:10:42 pm EEST","Andrew","Margie;Zesty Zucchini","","","Margie with Pepperoni","5"
"2023/07/11 6:40:32 pm EEST","Window","Mushroom Cloud","","","","10"
"2023/07/11 7:29:15 pm EEST","Window","Pig n Paradise","Pig n Paradise","","",""
"2023/07/11 7:31:43 pm EEST","Uber","Sausage Party;Spud","","","","15"
"2023/07/11 7:32:22 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","","10"
"2023/07/11 7:56:10 pm EEST","Uber","Margie;Spud","","","","10"
"2023/07/11 8:02:20 pm EEST","Uber","Champ","","","","10"
"2023/07/11 8:36:35 pm EEST","Window","Mushroom Cloud","Mushroom Cloud","","","10"
"2023/07/11 8:52:42 pm EEST","Uber","Champ","","","","10"
"2023/07/12 1:49:51 pm EEST","Uber","Zesty Zucchini","","","","10"
"2023/07/12 2:58:08 pm EEST","Window","Margie","","","","10"
"2023/07/12 4:08:33 pm EEST","Uber","Champ","","","","10"
"2023/07/12 4:08:53 pm EEST","Uber","Feisty Italian","","","","15"
"2023/07/12 4:36:17 pm EEST","Uber","Champ;Mish-Mash","","","","15"
"2023/07/12 5:20:41 pm EEST","Uber","Margie;Champ","","","","15"
"2023/07/12 5:20:59 pm EEST","Uber","Feisty Italian","","","","15"
"2023/07/12 5:28:09 pm EEST","Window","Champ;Mish-Mash;Mushroom Cloud","","","On mish mash half pig in paladise","10"
"2023/07/12 5:44:40 pm EEST","Uber","Margie;Mushroom Cloud;Feisty Italian","","","","14"
"2023/07/12 5:46:30 pm EEST","Uber","Margie;Mushroom Cloud;Spud","","","All crispy on spud no onion and chilli","17"
"2023/07/12 5:54:02 pm EEST","Window","Margie","","","","20"
"2023/07/12 5:54:48 pm EEST","Uber","Margie;Champ","","","","17"
"2023/07/12 5:55:50 pm EEST","Uber","Margie;Pig n Paradise;Mushroom Cloud","","","","17"
"2023/07/12 6:18:54 pm EEST","Window","Champ;Spud","","","","10"
"2023/07/12 6:33:35 pm EEST","Window","Margie","Margie","","","10"
"2023/07/12 6:34:58 pm EEST","Mr Delivery","Champ;Pig n Paradise","","","","10"
"2023/07/12 6:40:09 pm EEST","Uber","Margie;Champ;Pig n Paradise","","","","18"
"2023/07/12 6:40:45 pm EEST","Uber","Pig n Paradise","","","","14"
"2023/07/12 7:11:28 pm EEST","Uber","Mish-Mash;Mushroom Cloud","","","Olive oil without chilli","16"
"2023/07/12 7:20:36 pm EEST","Uber","Champ","","","","16"
"2023/07/12 7:32:12 pm EEST","Mr Delivery","Champ","","","","14"
"2023/07/12 7:33:20 pm EEST","Window","Pig n Paradise","","","","6"
"2023/07/12 7:52:14 pm EEST","Uber","Champ;Mish-Mash","","","","16"
"2023/07/12 7:55:47 pm EEST","Uber","Champ;Pig n Paradise","","","","18"
"2023/07/12 7:57:41 pm EEST","Uber","Pig n Paradise","","","","16"
"2023/07/12 7:58:11 pm EEST","Uber","Champ","","","","17"
"2023/07/12 8:38:20 pm EEST","Uber","Champ","","","","13"
"2023/07/12 8:56:32 pm EEST","Uber","Champ","","","","12"
"2023/07/12 9:06:38 pm EEST","Mr Delivery","Pig n Paradise","","","","15"
"2023/07/13 1:27:55 pm EEST","Uber","Margie","","","","10"
"2023/07/13 1:28:37 pm EEST","Uber","Mish-Mash","","","","15"
"2023/07/13 1:55:46 pm EEST","Uber","Champ","","","",""
"2023/07/13 2:09:52 pm EEST","Uber","Pig n Paradise","","","","15"
"2023/07/13 3:20:41 pm EEST","Uber","Margie","","","For pickup ","10"
"2023/07/13 3:50:58 pm EEST","Uber","Zesty Zucchini","","","","10"
"2023/07/13 4:14:39 pm EEST","Window","","","","1 peppaaron sandwich","5"
"2023/07/13 5:24:17 pm EEST","Uber","Champ;Pig n Paradise;Mushroom Cloud","","","","14"
"2023/07/13 5:53:08 pm EEST","Uber","Margie;Pig n Paradise","","","","10"
"2023/07/13 5:54:15 pm EEST","Window","Pig n Paradise","Pig n Paradise","","","10"
"2023/07/13 6:01:22 pm EEST","Uber","Champ;Pig n Paradise","","","","15"
"2023/07/13 6:02:43 pm EEST","Uber","Margie;Mushroom Cloud;Spud","","","Extra olives on margie","17"
"2023/07/13 6:04:08 pm EEST","Uber","Champ;Zesty Zucchini","","","","17"
"2023/07/13 6:12:25 pm EEST","Uber","Spud","Spud","","","10"
"2023/07/13 6:19:02 pm EEST","Uber","Vegan Harvest;Mish-Mash;Zesty Zucchini","","","","17"
"2023/07/13 6:37:47 pm EEST","Uber","Champ;Pig n Paradise","","","","10"
"2023/07/13 6:39:37 pm EEST","Uber","Champ;Pig n Paradise;Mish-Mash","","","","17"
"2023/07/13 6:51:00 pm EEST","Uber","Margie;Vegan Harvest;Spud","Margie","Margie","1x more margie  ","10"
"2023/07/13 7:10:47 pm EEST","Uber","Margie;Pig n Paradise","Pig n Paradise","","","10"
"2023/07/13 7:11:30 pm EEST","Mr Delivery","Margie","Margie","","","10"
"2023/07/13 7:16:05 pm EEST","Uber","Champ;Mushroom Cloud","","","","14"
"2023/07/13 7:26:10 pm EEST","Uber","Champ","","","","18"
"2023/07/13 7:27:27 pm EEST","Uber","Champ;Pig n Paradise","","","","16"
"2023/07/13 7:29:10 pm EEST","Window","Margie;Mish-Mash","","","","18"
"2023/07/13 7:31:16 pm EEST","Uber","Champ;Pig n Paradise","","","","21"
"2023/07/13 7:33:23 pm EEST","Uber","Champ;Pig n Paradise","Champ","","","24"
"2023/07/13 7:36:19 pm EEST","Uber","Margie","","","","19"
"2023/07/13 7:45:56 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","","24"
"2023/07/13 7:52:33 pm EEST","Window","Margie;Champ;Pig n Paradise","Champ","","","18"
"2023/07/13 8:18:18 pm EEST","Uber","Zesty Zucchini","","","","18"
"2023/07/13 8:32:01 pm EEST","Uber","Margie;Champ;Mish-Mash","","","","16"
"2023/07/13 8:32:24 pm EEST","Uber","Vegan Harvest","","","","12"
"2023/07/14 1:17:12 pm EEST","Window","","","","Cheese and tomato  sandwich","5"
"2023/07/14 2:57:20 pm EEST","Mr Delivery","Margie","","","Add  bacon ","15"
"2023/07/14 3:53:53 pm EEST","Window","Pig n Paradise","","","","10"
"2023/07/14 4:19:00 pm EEST","Uber","Champ","","","","10"
"2023/07/14 4:38:11 pm EEST","Uber","Pig n Paradise","","","Add extra cheese","10"
"2023/07/14 5:37:54 pm EEST","Uber","Mushroom Cloud;Spud","","","No chilli no onions on spud  ","15"
"2023/07/14 5:38:55 pm EEST","Uber","Margie;Pig n Paradise;Sausage Party","","","","15"
"2023/07/14 5:52:34 pm EEST","Window","Margie;Pig n Paradise","","","","10"
"2023/07/14 5:54:36 pm EEST","Uber","Champ;Pig n Paradise;Mish-Mash;Sausage Party;Poppa's","","","","28"
"2023/07/14 5:56:04 pm EEST","Uber","Sausage Party;Spud","","","","18"
"2023/07/14 5:58:57 pm EEST","Window","Vegan Harvest","Vegan Harvest","","One with chilli/without","10"
"2023/07/14 6:04:20 pm EEST","Window","Champ;Vegan Harvest","","","","25"
"2023/07/14 6:05:15 pm EEST","Uber","Champ","","","","22"
"2023/07/14 6:05:39 pm EEST","Uber","Mish-Mash;Mushroom Cloud","","","","23"
"2023/07/14 6:16:43 pm EEST","Window","Margie;Pig n Paradise;Mish-Mash","","","Pig with mushroom, margie with pepperoni","10"
"2023/07/14 6:17:11 pm EEST","Window","Margie;Poppa's","","","","19"
"2023/07/14 6:30:02 pm EEST","Window","Champ;Pig n Paradise;Mish-Mash","","","","25"
"2023/07/14 6:30:41 pm EEST","Window","Margie;Champ","","","Ham and olives on margie","30"
"2023/07/14 6:33:53 pm EEST","Uber","Margie;Champ;Pig n Paradise;Poppa's","Champ","","","13"
"2023/07/14 6:36:44 pm EEST","Uber","Pig n Paradise;Vegan Harvest;Spud","","","","42"
"2023/07/14 6:39:31 pm EEST","Uber","Margie;Champ","Margie;Champ","","","6"
"2023/07/14 6:39:55 pm EEST","Uber","Pig n Paradise","Pig n Paradise","","","43"
"2023/07/14 6:42:37 pm EEST","Uber","Pig n Paradise;Mish-Mash;Zesty Zucchini","","","","48"
"2023/07/14 6:49:54 pm EEST","Uber","Champ","","","","46"
"2023/07/14 6:58:00 pm EEST","Uber","Margie;Champ;Pig n Paradise;Poppa's","Margie","","","49"
"2023/07/14 7:03:49 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","","46"
"2023/07/14 7:05:27 pm EEST","Uber","Mish-Mash;Mushroom Cloud","","","","46"
"2023/07/14 7:12:50 pm EEST","Mr Delivery","Margie;Build Your Own","","","Pepperoni on M, olives,mushroom & bacon on BYO","32"
"2023/07/14 7:13:25 pm EEST","Uber","Champ;Poppa's","","","","46"
"2023/07/14 7:14:09 pm EEST","Uber","Champ;Mish-Mash","","","","45"
"2023/07/14 7:20:23 pm EEST","Uber","Margie;Pig n Paradise","Margie","","","48"
"2023/07/14 7:24:33 pm EEST","Uber","Champ;Feisty Italian","","","","50"
"2023/07/14 7:30:12 pm EEST","Mr Delivery","Spud","Spud","","One spud, fresh mozarella, butternut and one with mozarella only","34"
"2023/07/14 7:38:26 pm EEST","Uber","Margie","","","","21"
"2023/07/14 7:41:27 pm EEST","Uber","Champ","","","","22"
"2023/07/14 8:02:34 pm EEST","Uber","Margie;Champ;Vegan Harvest;Poppa's","","","","6"
"2023/07/14 8:04:17 pm EEST","Uber","Champ","","","","15"
"2023/07/14 8:11:41 pm EEST","Uber","Margie;Champ;Pig n Paradise;Vegan Harvest;Mish-Mash;Feisty Italian;Sausage Party","Champ;Pig n Paradise;Vegan Harvest;Feisty Italian","","","25"
"2023/07/14 8:14:55 pm EEST","Uber","Margie","","","","10"
"2023/07/14 8:18:16 pm EEST","Uber","Zesty Zucchini","","","","19"
"2023/07/14 8:27:11 pm EEST","Uber","Margie;Pig n Paradise;Poppa's","","","","27"
"2023/07/14 8:41:34 pm EEST","Uber","Pig n Paradise","","","","15"
"2023/07/14 8:44:51 pm EEST","Uber","Mish-Mash;Spud","","","","18"
"2023/07/14 8:51:06 pm EEST","Uber","Margie;Champ","","","","13"
"2023/07/14 8:52:48 pm EEST","Uber","Mushroom Cloud","","","","10"
"2023/07/14 8:55:21 pm EEST","Uber","Margie;Champ","","","","10"
"2023/07/14 9:01:55 pm EEST","Uber","Champ","","","","11"
"2023/07/14 9:10:44 pm EEST","Uber","Mushroom Cloud;Feisty Italian","","","","11"
"2023/07/14 9:24:09 pm EEST","Uber","Champ;Mish-Mash","Champ;Mish-Mash","Pig n Paradise;Zesty Zucchini","","18"
"2023/07/15 12:49:43 pm EEST","Window","Margie","","","","10"
"2023/07/15 1:04:41 pm EEST","Uber","Pig n Paradise;Feisty Italian","","","","15"
"2023/07/15 1:11:39 pm EEST","Uber","Margie;Champ;Mish-Mash","","","","15"
"2023/07/15 1:24:48 pm EEST","Window","Spud","Spud","","","10"
"2023/07/15 1:58:47 pm EEST","Uber","Champ;Vegan Harvest","","","","15"
"2023/07/15 1:59:07 pm EEST","Mr Delivery","Zesty Zucchini","","","","15"
"2023/07/15 2:26:08 pm EEST","Uber","Champ","","","","10"
"2023/07/15 2:39:17 pm EEST","Mr Delivery","Champ;Pig n Paradise;Mish-Mash;Feisty Italian;Sausage Party","","","","15"
"2023/07/15 3:30:37 pm EEST","Window","Margie","","","","7"
"2023/07/15 3:42:54 pm EEST","Window","Champ;Mushroom Cloud","","","","6"
"2023/07/15 3:49:38 pm EEST","Uber","Margie;Mushroom Cloud","Margie","","","16"
"2023/07/15 4:02:53 pm EEST","Uber","Vegan Harvest","","","","15"
"2023/07/15 4:21:59 pm EEST","Uber","Champ;Mushroom Cloud","","","","14"
"2023/07/15 4:32:54 pm EEST","Uber","Margie;Mish-Mash","","","","7"
"2023/07/15 6:05:39 pm EEST","Uber","Champ;Mish-Mash","","","","10"
"2023/07/15 6:06:47 pm EEST","Uber","Pig n Paradise","","","","12"
"2023/07/15 6:12:03 pm EEST","Uber","Vegan Harvest;Spud","","","","15"
"2023/07/15 6:20:31 pm EEST","Uber","Spud","","","","15"
"2023/07/15 6:46:41 pm EEST","Uber","Champ","","","","10"
"2023/07/15 6:47:14 pm EEST","Uber","Pig n Paradise;Poppa's","","","","14"
"2023/07/15 7:06:09 pm EEST","Uber","Pig n Paradise;Vegan Harvest","","","","10"
"2023/07/15 7:17:01 pm EEST","Uber","Pig n Paradise;Feisty Italian","","","","12"
"2023/07/15 7:21:19 pm EEST","Window","Champ;Spud","","","","13"
"2023/07/15 7:25:26 pm EEST","Uber","Margie;Champ;Pig n Paradise","","","","14"
"2023/07/15 7:26:12 pm EEST","Uber","Champ;Sausage Party","","","","15"
"2023/07/15 7:26:52 pm EEST","Uber","Margie;Champ;Mish-Mash","","","","14"
"2023/07/15 7:29:01 pm EEST","Uber","Champ","","","","20"
"2023/07/15 7:29:27 pm EEST","Uber","Margie;Champ","","","","12"
"2023/07/15 7:30:45 pm EEST","Uber","Mish-Mash;Sausage Party","","","","22"
"2023/07/15 7:33:26 pm EEST","Uber","Margie;Pig n Paradise;Mushroom Cloud","","","","23"
"2023/07/15 7:36:37 pm EEST","Uber","Margie;Champ;Pig n Paradise;Feisty Italian","","","","22"
"2023/07/15 7:40:53 pm EEST","Mr Delivery","Pig n Paradise;Mish-Mash","","","Jane's dough","17"
"2023/07/15 7:57:12 pm EEST","Uber","Champ;Pig n Paradise","","","","19"
"2023/07/15 8:03:31 pm EEST","Mr Delivery","Margie;Poppa's","","","Fresh moz, Margie","25"
"2023/07/15 8:04:33 pm EEST","Uber","Champ;Mish-Mash","","","","17"
"2023/07/15 8:04:57 pm EEST","Uber","Vegan Harvest","","","","15"
"2023/07/15 8:05:22 pm EEST","Uber","Margie;Mushroom Cloud","","","","5"
"2023/07/15 8:57:02 pm EEST","Uber","Champ","","","","10"
"2023/07/16 12:50:26 pm EEST","","Spud","","","","10"
"2023/07/16 1:28:33 pm EEST","Uber","Pig n Paradise","","","","10"
"2023/07/16 1:29:03 pm EEST","Mr Delivery","Margie;Pig n Paradise","","","","15"
"2023/07/16 1:30:39 pm EEST","Window","","","","4  pepparon sandwich ","5"
"2023/07/16 1:46:56 pm EEST","Uber","Champ;Poppa's","","","No spring onion .  on poppas extra cheese","10"
"2023/07/16 2:04:01 pm EEST","Uber","Champ","","","","15"
"2023/07/16 2:30:06 pm EEST","Uber","Margie","Margie","","","10"
"2023/07/16 2:56:43 pm EEST","Uber","Champ;Pig n Paradise;Spud","","","","15"
"2023/07/16 2:57:09 pm EEST","Uber","Margie;Pig n Paradise","","","","10"
"2023/07/16 2:58:29 pm EEST","Uber","Champ;Mushroom Cloud","","","Extra olives on mushroom cloud","15"
"2023/07/16 3:22:48 pm EEST","Uber","Margie;Champ","","","","14"
"2023/07/16 3:23:40 pm EEST","Uber","Champ;Mish-Mash;Mushroom Cloud;Zesty Zucchini","","","","15"
"2023/07/16 4:21:28 pm EEST","Uber","Mish-Mash;Sausage Party;Spud","Spud","","","15"
"2023/07/16 4:21:53 pm EEST","Uber","Pig n Paradise;Mish-Mash","","","","10"
"2023/07/16 5:24:59 pm EEST","Uber","Champ;Pig n Paradise","","","","10"
